(pearson)
=====================================================
 #  	||  ref		trmf	softimp	cdrec_k2	cdrec_k1	dynammo	grouse	stmvl
=====================================================
10 	|| 	100		-9		NA		9		-18		-28		NA		2
20 	|| 	100		-10		NA		16		-9		-23		NA		-14
30 	|| 	100		9		NA		30		27		30		NA		-24
40 	|| 	100		26		NA		-5		44		25		NA		-14
50 	|| 	100		29		NA		54		53		35		NA		-5
60 	|| 	100		30		NA		-9		57		41		NA		-8
70 	|| 	100		33		NA		49		57		38		NA		5
80 	|| 	100		32		NA		55		57		44		NA		1
90 	|| 	100		33		NA		49		56		38		NA		2
100 	|| 	100		34		NA		51		54		47		NA		-1
=====================================================


(spearman)
=====================================================
 #  	||  ref		trmf	softimp	cdrec_k2	cdrec_k1	dynammo	grouse	stmvl
=====================================================
10 	|| 	100		-18		NA		33		-22		-32		NA		7
20 	|| 	100		-19		NA		31		-28		-36		NA		-8
30 	|| 	100		-3		NA		5		-5		-7		NA		-15
40 	|| 	100		9		NA		6		14		4		NA		-9
50 	|| 	100		12		NA		37		22		13		NA		-3
60 	|| 	100		13		NA		-1		29		20		NA		-4
70 	|| 	100		16		NA		40		29		20		NA		11
80 	|| 	100		18		NA		46		30		25		NA		5
90 	|| 	100		20		NA		41		33		28		NA		2
100 	|| 	100		22		NA		44		33		30		NA		-2
=====================================================
=====================================================

