(pearson)
=====================================================
 #  	||  ref		trmf
=====================================================
10 	|| 	100		99
20 	|| 	100		99
30 	|| 	100		99
40 	|| 	100		99
50 	|| 	100		99
60 	|| 	100		99
70 	|| 	100		99
80 	|| 	100		99
90 	|| 	100		99
100 	|| 	100		99
=====================================================


(spearman)
=====================================================
 #  	||  ref		trmf
=====================================================
10 	|| 	100		98
20 	|| 	100		99
30 	|| 	100		99
40 	|| 	100		99
50 	|| 	100		99
60 	|| 	100		99
70 	|| 	100		99
80 	|| 	100		99
90 	|| 	100		99
100 	|| 	100		99
=====================================================
=====================================================

