4900
-1.6699,-1.57579205620286,-1.28307290886408,-1.54379222698731,-1.57282188788711
-1.58706,-1.47874766837216,-1.24668709378591,-1.59585477131759,-1.57380361735794
-1.46972,-1.42596705152255,-1.3956996684868,-1.63744956679866,-1.60851463493462
-1.60777,-1.55923203212654,-1.56013190863628,-1.61085711756761,-1.58544109890081
-1.70441,-1.58830142971263,-1.68651090594873,-1.56108098696375,-1.57236194018509
-1.56636,-1.62542070979785,-1.66302385789439,-1.55792604721763,-1.58822696255997
-1.53184,-1.50956658886724,-1.47647710350839,-1.46815001834605,-1.41608808414045
-1.24193,-1.43116083188244,-1.32222553091903,-1.46403680922456,-1.41014384223864
-1.26263,-1.49689402090153,-1.47462982931258,-1.42872326729651,-1.33446693490631
-1.35237,-1.50297395832901,-1.55253244268973,-1.42409584322312,-1.40934907430627
-1.52494,-1.58390184224195,-1.67573256004913,-1.44473793793664,-1.52415367814962
-1.69751,-1.59881583317174,-1.77498156735691,-1.56037224310325,-1.63526648360172
-1.76654,-1.72963398694843,-1.8135060062928,-1.710272686453,-1.73991511204913
-1.78034,-1.81526061977444,-1.8680135578463,-1.83965043218218,-1.87278384521387
-1.98742,-1.90394433051539,-1.93892268757467,-1.84437127468774,-1.90312183560814
-2.06335,-1.9089251724203,-1.91552801416387,-1.83561843925251,-1.89887408413514
-1.87698,-1.83875276374318,-1.90120308183614,-1.84178931785741,-1.84548003490578
-1.62848,-1.78592368977795,-1.8379474118647,-1.79356428696707,-1.81634461545205
-1.74583,-1.76731128023071,-1.75194558474424,-1.72020542560828,-1.65543225094437
-1.61467,-1.75787215785068,-1.7321743008029,-1.76757497481203,-1.763262368758
-1.77344,-1.82472177971805,-1.80850069595005,-1.762557764118,-1.76526912847132
-1.90459,-1.92642260300559,-1.91385329645703,-1.74819658699561,-1.80609242212612
-1.90459,-1.86840824662425,-1.77112378281234,-1.72976866694928,-1.74395150348526
-1.60087,-1.71418773325625,-1.70092018423318,-1.72578596052967,-1.76854403313127
-1.6768,-1.68323906126926,-1.68300714284462,-1.5698765198463,-1.52484775399663
-1.45591,-1.58038614452668,-1.55750481525021,-1.47287516417705,-1.3901713200254
-1.13839,-1.38323375736298,-1.35772181117785,-1.33472014225805,-1.21260018061747
-0.910595,-1.20504140784425,-1.08227208797925,-1.13644890372769,-1.13833530671392
-1.13839,-1.21988280171827,-1.18409185541715,-0.963778787450277,-0.870301697313265
-0.77254,-1.11264319694035,-1.08865917433229,-0.975157082755246,-0.993191124842605
-0.855373,-1.11474916165421,-1.02598906342429,-0.94665696346941,-0.907683663847286
-0.979622,-1.02729759897472,-0.927161678188515,-0.980510246627357,-0.957038674696235
-1.06246,-1.04946220303319,-1.04412732790973,-0.922021698364129,-1.0151289624298
-1.10387,-1.13949435185704,-1.1144343492418,-0.936596245215803,-0.962691379654768
-0.869178,-0.817287867522246,-0.694365794294546,-1.0388463771566,-1.01264688111316
-0.862276,-0.876220731516183,-0.960354186664233,-1.12927728326775,-1.10833347597505
-1.30405,-1.10816461118187,-1.21272634797739,-1.16223567232761,-1.1178789587028
-1.37308,-1.14396508840826,-1.21792538529944,-1.23507748515923,-1.28672445103894
-1.29715,-1.2235967162099,-1.30545440204347,-1.33294629906412,-1.45022470659756
-1.58706,-1.47449369830501,-1.5991933489925,-1.30563513752495,-1.3143213375447
-1.35927,-1.36171949613163,-1.46958501325528,-1.33069417943048,-1.33141337441359
-1.15219,-1.13448702609686,-1.14420423172162,-1.19810982182823,-1.15549036553838
-0.917498,-0.92379137072995,-0.903041543480026,-1.15494140427659,-1.0735939997131
-0.952011,-1.08469082981058,-1.12381634179375,-1.05401843796231,-0.980757502847716
-1.04175,-1.07466598389791,-1.00860107585666,-0.951892642971814,-0.869953996440355
-0.758735,-0.884239764890604,-0.734411479764415,-0.957862947096094,-0.987857027125029
-0.958914,-0.967794170127254,-0.982344815273271,-0.857586538256585,-0.840310364656441
-0.9244,-1.00575710247825,-0.923472783128232,-0.8573020016786,-0.786429705609364
-0.613777,-0.789176521004172,-0.713856089470058,-0.82724622723852,-0.850350718671136
-0.793248,-0.957283645442526,-1.03544663087168,-0.764255745040905,-0.665213814292773
-0.710415,-0.887583083964975,-0.910492313224488,-0.696025211471859,-0.606742977444068
-0.475722,-0.559205113943416,-0.479812970538123,-0.554094819062079,-0.479395837005435
-0.172001,-0.36822914506773,-0.200350303573793,-0.665930780406794,-0.565461958054627
-0.537847,-0.521694485253884,-0.500509652356053,-0.667406869248478,-0.649781308719537
-1.04865,-0.913208990722839,-0.967354439457252,-0.873807869498717,-0.862706803672279
-1.23502,-1.11562342030707,-1.19583786581131,-0.984954191171161,-1.09925605624505
-1.27644,-1.10471175487511,-1.08386787257809,-1.07252185212054,-1.09254072574792
-0.958914,-1.02248203140279,-0.955684004213723,-1.18642935340525,-1.21702072343415
-1.166,-1.09230946918927,-1.10801165859021,-1.17465885388476,-1.09809108993417
-1.1798,-1.08689521213995,-1.12696626598511,-1.17870206039404,-1.19948856487321
-1.24883,-1.11199999809934,-1.23043776460707,-1.2033237200544,-1.23907276868681
-1.33166,-1.12976203261513,-1.25510777623126,-1.16623477910766,-1.19243732993662
-1.20051,-0.993190599976744,-1.07748081897128,-1.08233179960424,-1.08143797180708
-0.84847,-0.765359083374618,-0.745831132051437,-1.09178826090567,-1.0227126226776
-0.793248,-0.791177658991758,-0.908583590335709,-1.02055352542008,-0.962250481797993
-1.04865,-0.881792523538937,-0.868083534309544,-0.911908220244721,-0.835778456070258
-0.862276,-0.74402982000732,-0.778718603818981,-0.869819238196184,-0.935796287396199
-0.896789,-0.691878527495227,-0.427884307372419,-0.839802248551355,-0.76409330740725
-0.586166,-0.584593309148169,-0.358232578093358,-0.961127068336624,-0.931267624991367
-0.945109,-0.676559432908981,-0.741501260656944,-0.895475890658025,-0.863572348290042
-1.10387,-0.85589110375983,-1.04859173248977,-0.917832562451894,-0.970244104975003
-1.08316,-0.880210671995456,-1.04534014797264,-0.913972401228682,-0.941590097210194
