(pearson)
=====================================================
 #  	||  ref		trmf	softimp	cdrec_k2	cdrec_k1	dynammo	grouse	stmvl
=====================================================
10 	|| 	100		10		NA		25		2		19		NA		17
20 	|| 	100		4		NA		25		19		10		NA		9
30 	|| 	100		4		NA		14		21		2		NA		-16
40 	|| 	100		5		NA		33		34		28		NA		22
50 	|| 	100		6		NA		3		19		1		NA		-18
60 	|| 	100		4		NA		8		7		13		NA		-3
70 	|| 	100		5		NA		6		8		6		NA		-12
80 	|| 	100		6		NA		6		1		5		NA		-11
90 	|| 	100		5		NA		6		1		6		NA		-11
100 	|| 	100		7		NA		5		1		5		NA		-5
=====================================================


(spearman)
=====================================================
 #  	||  ref		trmf	softimp	cdrec_k2	cdrec_k1	dynammo	grouse	stmvl
=====================================================
10 	|| 	100		8		NA		16		8		18		NA		16
20 	|| 	100		1		NA		24		26		7		NA		17
30 	|| 	100		3		NA		9		22		-8		NA		-15
40 	|| 	100		5		NA		29		32		14		NA		26
50 	|| 	100		6		NA		3		17		-5		NA		-17
60 	|| 	100		5		NA		4		7		4		NA		-2
70 	|| 	100		6		NA		0		8		0		NA		-12
80 	|| 	100		7		NA		3		2		2		NA		-10
90 	|| 	100		5		NA		4		1		1		NA		-10
100 	|| 	100		8		NA		4		2		1		NA		-4
=====================================================
=====================================================

